"SYMBOL ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","LTP ","CHNG ","%CHNG ","VOLUME (shares)","VALUE ","52W H ","52W L ","365 D % CHNG  17-Jul-2020","30 D % CHNG  18-Jun-2021"
"TCS","3,188.00","3,204.45","3,132.40","3,182.95","3,199.90","16.95","0.53",1660654,"5,263,592,311.86","3,399.65","2,163.50","44.23","-5.85"
"LTI","4,348.90","4,386.35","4,263.00","4,349.40","4,370.95","21.55","0.50",196069,"848,408,209.21","4,600.00","2,261.00","79.21","3.18"
"LT","1,592.45","1,601.30","1,553.00","1,608.25","1,598.00","7.75","0.49",4119892,"6,532,212,362.76","1,647.15","843.00","77.94","5.54"
"EMAMILTD","556.00","560.00","550.40","555.80","558.50","2.70","0.49",251700,"139,834,452.00","578.50","235.55","134.12","2.94"
"RECLTD","145.20","147.70","143.25","145.15","145.80","0.65","0.45",6448224,"938,410,038.72","167.80","91.80","43.93","1.26"
"LALPATHLAB","3,639.95","3,656.00","3,555.80","3,615.00","3,631.00","16.00","0.44",412829,"1,489,788,397.17","3,669.90","1,736.60","85.19","14.40"
"MINDTREE","2,713.00","2,729.00","2,675.75","2,713.90","2,725.05","11.15","0.41",305422,"824,224,026.08","2,793.55","1,020.35","158.44","6.31"
"OIL","160.20","163.80","158.55","161.05","161.55","0.50","0.31",451735,"72,756,439.10","177.40","83.50","64.00","2.74"
"INFY","1,605.10","1,607.60","1,585.50","1,602.55","1,607.00","4.45","0.28",4686788,"7,487,050,094.24","1,611.65","912.10","68.97","1.80"
"UPL","818.65","818.65","796.95","812.75","815.00","2.25","0.28",3172824,"2,564,022,530.88","864.70","399.00","82.31","0.94"
"BAJFINANCE","6,257.90","6,284.00","6,157.00","6,231.45","6,248.00","16.55","0.27",1149153,"7,162,371,869.22","6,342.80","3,006.90","96.50","2.56"
"ITC","208.30","210.00","207.45","208.65","209.20","0.55","0.26",14736840,"3,078,231,139.20","239.20","163.35","6.24","1.76"
"IOC","104.00","104.75","103.10","103.95","104.20","0.25","0.24",9155891,"951,113,957.08","117.85","71.65","10.88","-6.69"
"IDFCFIRSTB","50.75","51.15","50.00","50.75","50.85","0.10","0.20",21729596,"1,098,213,781.84","69.30","26.00","85.56","-12.88"
"ADANIPORTS","668.40","676.75","654.20","663.20","664.50","1.30","0.20",11132158,"7,401,660,532.62","901.00","298.00","114.59","-6.88"
"PEL","2,305.00","2,380.00","2,300.10","2,305.60","2,310.00","4.40","0.19",1235061,"2,874,493,322.01","2,520.90","1,178.55","58.53","-4.85"
"JSWENERGY","254.40","258.30","241.30","252.60","253.00","0.40","0.16",6488538,"1,634,657,378.34","258.30","44.75","460.71","64.19"
"GODREJAGRO","659.55","663.10","649.60","659.55","660.50","0.95","0.14",163073,"107,222,128.23","674.40","440.25","45.53","7.20"
"PETRONET","218.75","218.75","215.80","216.90","217.20","0.30","0.14",1896960,"411,355,776.00","275.35","207.25","-8.92","-4.97"
"CONCOR","644.60","649.65","633.40","639.15","640.00","0.85","0.13",1506971,"966,902,733.02","748.00","351.00","44.25","-8.54"
"ZEEL","200.60","202.00","198.30","200.55","200.80","0.25","0.12",6739382,"1,351,380,878.64","261.00","134.65","37.93","-8.15"
"SIEMENS","1,949.00","1,951.15","1,920.00","1,942.70","1,944.85","2.15","0.11",183111,"354,880,104.66","2,178.00","1,118.10","70.92","-3.60"
"AMBUJACEM","410.45","411.70","402.95","408.80","409.25","0.45","0.11",3242782,"1,322,471,355.24","414.00","197.45","97.34","17.45"
"ATGL","932.00","941.00","891.00","931.05","932.05","1.00","0.11",159266,"146,019,846.78","1,679.00","143.10","-","-21.72"
"TATAELXSI","4,188.00","4,220.00","4,152.85","4,175.75","4,180.00","4.25","0.10",104560,"437,595,101.60","4,575.00","892.05","362.53","10.80"
"CROMPTON","472.50","478.50","461.05","471.15","471.60","0.45","0.10",1861202,"876,626,142.00","496.70","238.00","90.90","14.77"
"BPCL","453.60","455.50","450.30","453.30","453.70","0.40","0.09",2205610,"999,450,115.40","493.90","325.00","-0.96","-3.56"
"ABCAPITAL","117.45","117.90","115.40","117.40","117.50","0.10","0.09",1726743,"201,441,838.38","139.70","53.00","104.71","-1.34"
"BANDHANBNK","297.00","299.00","292.65","295.70","295.90","0.20","0.07",3325304,"985,121,310.00","430.70","251.40","-10.46","-11.20"
"IGL","549.20","554.90","541.30","546.40","546.70","0.30","0.05",2578095,"1,414,446,040.80","594.85","364.10","35.82","6.60"
"SUNPHARMA","688.30","691.95","672.55","688.30","688.50","0.20","0.03",3332667,"2,279,510,901.33","721.85","452.25","44.75","2.39"
"HINDALCO","419.00","419.40","407.55","417.35","417.30","-0.05","-0.01",12775129,"5,283,665,603.11","427.50","154.40","163.81","11.03"
"JINDALSTEL","420.10","423.45","407.05","419.80","419.70","-0.10","-0.02",12069376,"5,024,843,310.08","501.70","159.60","137.24","6.12"
"ADANIENT","1,406.85","1,424.80","1,378.60","1,396.75","1,396.05","-0.70","-0.05",3188606,"4,473,167,813.16","1,717.20","163.00","741.67","-8.08"
"BAJAJHLDNG","3,906.95","3,926.80","3,840.40","3,903.30","3,900.05","-3.25","-0.08",48520,"188,306,120.00","4,060.00","2,212.65","45.53","6.75"
"SUNTV","544.80","545.85","527.75","538.45","538.00","-0.45","-0.08",1852070,"995,561,707.80","571.00","372.00","41.98","-0.82"
"SBICARD","1,026.55","1,027.00","990.25","1,016.40","1,015.35","-1.05","-0.10",2201220,"2,226,886,225.20","1,139.50","720.90","35.40","4.53"
"CHOLAFIN","485.00","485.00","470.05","483.55","483.00","-0.55","-0.11",4841574,"2,300,619,133.32","600.95","197.50","131.59","-9.09"
"GODREJIND","545.65","548.50","536.00","545.65","545.00","-0.65","-0.12",106568,"57,938,890.24","611.55","350.10","52.76","-4.38"
"LTTS","3,505.00","3,521.35","3,440.00","3,495.75","3,491.20","-4.55","-0.13",149510,"520,351,613.80","3,580.00","1,405.00","143.97","19.43"
"WIPRO","590.95","593.35","583.00","591.45","590.50","-0.95","-0.16",4573930,"2,688,830,489.80","601.80","267.15","119.99","8.03"
"COLPAL","1,797.80","1,805.85","1,783.00","1,797.05","1,794.05","-3.00","-0.17",181731,"325,523,836.44","1,823.40","1,322.15","29.65","7.16"
"MRF","80,255.55","80,545.00","79,201.05","80,095.35","79,948.95","-146.40","-0.18",7559,"603,764,995.94","98,599.95","55,300.00","29.33","-0.52"
"GLENMARK","591.95","605.45","581.80","588.75","587.50","-1.25","-0.21",4437698,"2,624,543,351.16","690.95","414.00","38.38","-8.92"
"HDFC","2,417.10","2,432.45","2,380.00","2,433.95","2,428.00","-5.95","-0.24",3988878,"9,599,394,462.12","2,896.00","1,623.00","31.51","-3.00"
"BAJAJ-AUTO","3,834.00","3,841.45","3,781.00","3,821.40","3,810.80","-10.60","-0.28",235770,"897,236,881.20","4,361.40","2,822.45","26.52","-8.93"
"HAVELLS","1,162.00","1,178.65","1,148.15","1,159.40","1,156.00","-3.40","-0.29",1736883,"2,021,870,762.64","1,231.90","568.40","94.79","16.02"
"ONGC","114.90","115.20","113.45","114.65","114.30","-0.35","-0.31",11020097,"1,260,478,694.86","128.50","64.10","41.89","-5.17"
"GODREJCP","1,000.00","1,010.00","985.00","998.75","995.70","-3.05","-0.31",1408767,"1,408,851,526.02","1,010.00","641.00","49.76","14.73"
"NMDC","174.90","175.95","171.35","174.55","173.95","-0.60","-0.34",13690549,"2,377,090,022.87","213.20","75.60","111.58","-1.80"
"HAL","1,109.00","1,109.25","1,083.05","1,100.10","1,096.25","-3.85","-0.35",197132,"215,486,960.52","1,423.00","658.00","23.54","6.08"
"APOLLOTYRE","222.50","224.20","220.00","221.75","220.95","-0.80","-0.36",3634879,"808,178,996.86","261.25","105.90","107.83","0.23"
"OBEROIRLTY","705.05","706.90","681.95","705.05","702.50","-2.55","-0.36",285523,"198,841,072.43","729.00","330.85","84.86","16.70"
"PIDILITIND","2,301.60","2,309.65","2,271.15","2,300.65","2,292.00","-8.65","-0.38",248241,"567,344,875.86","2,333.95","1,306.95","69.64","7.80"
"PFIZER","6,060.00","6,105.00","5,850.00","6,005.85","5,982.00","-23.85","-0.40",483897,"2,894,057,304.81","6,105.00","4,179.90","37.52","8.30"
"DMART","3,499.00","3,518.20","3,441.10","3,499.40","3,485.00","-14.40","-0.41",172832,"600,584,286.72","3,533.40","1,954.85","72.72","5.55"
"EXIDEIND","177.90","177.90","174.65","177.40","176.65","-0.75","-0.42",1767548,"311,123,798.96","219.30","150.40","15.57","-2.93"
"BHARATFORG","782.00","784.50","766.95","780.35","777.05","-3.30","-0.42",421472,"326,463,781.76","832.00","376.00","103.85","5.25"
"ICICIPRULI","655.00","657.00","645.00","653.80","651.00","-2.80","-0.43",833274,"542,769,685.38","661.00","397.55","42.83","6.09"
"ALKEM","3,412.65","3,434.55","3,364.00","3,384.05","3,369.35","-14.70","-0.43",181960,"616,946,297.60","3,558.90","2,415.10","38.13","7.70"
"VOLTAS","1,020.00","1,025.40","1,009.00","1,020.05","1,015.05","-5.00","-0.49",632463,"643,290,766.56","1,132.00","573.80","72.96","-0.96"
"BOSCHLTD","15,022.00","15,175.00","14,900.00","15,038.80","14,965.00","-73.80","-0.49",18401,"276,170,120.43","16,830.05","11,265.05","16.48","-0.25"
"TATAPOWER","121.45","121.85","118.40","121.15","120.55","-0.60","-0.50",19451371,"2,336,693,198.23","132.70","47.50","144.75","0.04"
"JUBLFOOD","3,669.50","3,694.75","3,570.00","3,669.55","3,651.00","-18.55","-0.51",668393,"2,431,179,278.55","3,708.10","1,655.15","117.59","17.69"
"ESCORTS","1,143.50","1,148.75","1,128.00","1,142.75","1,136.95","-5.80","-0.51",574539,"653,256,588.39","1,468.45","1,077.40","3.33","-3.36"
"GMRINFRA","28.00","28.05","27.35","27.95","27.80","-0.15","-0.54",15399708,"425,493,932.04","33.90","20.60","29.70","-11.83"
"DEEPAKNTR","1,917.00","1,917.00","1,882.00","1,909.25","1,898.95","-10.30","-0.54",600790,"1,142,588,429.90","1,999.50","567.00","211.89","6.94"
"HDFCLIFE","674.45","674.45","661.15","668.75","665.00","-3.75","-0.56",2686658,"1,788,938,095.88","746.00","555.95","5.57","-7.88"
"TITAN","1,730.00","1,749.20","1,715.60","1,729.05","1,719.10","-9.95","-0.58",1714957,"2,975,141,702.74","1,792.95","1,028.55","65.92","-1.41"
"IDEA","8.45","8.75","8.20","8.40","8.35","-0.05","-0.60",268614790,"2,275,167,271.30","13.80","7.60","4.35","-20.75"
"AMARAJABAT","719.90","722.10","708.70","718.30","714.00","-4.30","-0.60",534342,"380,953,785.48","1,025.55","675.10","4.90","-3.62"
"HEROMOTOCO","2,796.30","2,805.95","2,761.00","2,793.85","2,777.00","-16.85","-0.60",415048,"1,152,281,160.48","3,629.05","2,620.75","1.83","-4.95"
"PGHH","12,800.00","12,948.95","12,725.25","12,831.80","12,750.00","-81.80","-0.64",3460,"44,374,292.40","14,135.65","9,691.40","20.02","-7.10"
"POLYCAB","1,809.00","1,845.00","1,775.00","1,802.50","1,791.00","-11.50","-0.64",343448,"622,571,624.08","2,033.00","798.00","124.12","-7.92"
"IRCTC","2,305.00","2,315.00","2,262.85","2,295.55","2,280.00","-15.55","-0.68",715806,"1,634,800,691.16","2,479.95","1,290.05","70.69","10.96"
"LUPIN","1,111.60","1,117.95","1,088.40","1,111.60","1,104.00","-7.60","-0.68",1356732,"1,497,777,858.72","1,267.65","828.40","31.49","-3.54"
"ABBOTINDIA","17,985.00","17,985.00","17,807.50","17,992.40","17,868.95","-123.45","-0.69",15320,"274,516,628.80","18,006.00","13,959.80","20.37","9.23"
"FEDERALBNK","86.30","86.45","84.75","86.30","85.70","-0.60","-0.70",12226537,"1,045,246,648.13","92.50","45.35","54.38","0.64"
"ISEC","738.20","742.40","718.00","732.00","726.90","-5.10","-0.70",489576,"356,137,165.44","802.70","376.90","50.35","17.18"
"PRESTIGE","339.25","339.60","326.25","336.40","334.05","-2.35","-0.70",519280,"172,743,684.80","357.00","171.10","94.96","17.29"
"APOLLOHOSP","4,100.00","4,100.00","3,985.50","4,078.25","4,049.00","-29.25","-0.72",455244,"1,831,524,003.48","4,189.65","1,492.05","170.38","18.59"
"TORNTPOWER","459.15","459.85","446.00","458.30","455.00","-3.30","-0.72",833983,"376,668,421.95","508.70","293.00","44.35","1.39"
"HCLTECH","995.00","995.95","977.30","992.00","984.85","-7.15","-0.72",2952249,"2,908,850,939.70","1,067.00","676.50","41.49","-0.37"
"MPHASIS","2,595.00","2,628.45","2,543.35","2,596.60","2,577.50","-19.10","-0.74",547211,"1,413,752,451.16","2,677.00","1,080.00","130.43","25.61"
"TATACHEM","748.60","748.60","729.65","743.60","738.00","-5.60","-0.75",1728583,"1,277,509,266.15","833.95","273.45","149.28","3.86"
"YESBANK","13.10","13.10","12.85","13.05","12.95","-0.10","-0.77",129141525,"1,672,382,748.75","20.75","11.10","6.10","-4.40"
"CASTROLIND","141.70","141.70","137.70","141.50","140.40","-1.10","-0.78",750195,"104,787,237.60","154.90","104.00","26.45","-2.82"
"EICHERMOT","2,576.50","2,576.50","2,523.00","2,571.35","2,550.00","-21.35","-0.83",383896,"976,811,855.12","3,037.00","2,006.67","-87.48","-5.49"
"ASHOKLEY","121.20","122.15","120.80","122.40","121.35","-1.05","-0.86",6290027,"763,294,776.45","138.90","48.00","148.02","-0.81"
"CESC","835.00","843.80","816.90","833.20","826.05","-7.15","-0.86",345878,"286,833,166.62","870.90","538.65","47.47","7.79"
"GAIL","139.90","139.90","136.60","139.05","137.85","-1.20","-0.86",9155066,"1,261,293,442.82","170.30","81.20","42.62","-9.18"
"MFSL","1,127.95","1,134.45","1,108.80","1,123.95","1,114.20","-9.75","-0.87",1346064,"1,511,872,163.52","1,145.00","514.90","102.86","3.63"
"TVSMOTOR","584.00","584.00","572.00","581.05","575.55","-5.50","-0.95",1004507,"578,947,609.45","666.00","383.70","46.32","-6.64"
"BRITANNIA","3,469.00","3,469.00","3,410.00","3,450.75","3,418.00","-32.75","-0.95",352127,"1,204,115,882.85","4,005.00","3,317.30","-8.65","-5.98"
"MANAPPURAM","208.90","213.50","205.50","209.50","207.50","-2.00","-0.95",16207303,"3,400,778,388.49","213.50","139.10","14.76","27.70"
"RELIANCE","2,058.00","2,058.00","2,016.25","2,055.00","2,035.00","-20.00","-0.97",5952355,"12,106,197,216.75","2,369.35","1,830.00","-4.69","-2.35"
"UNIONBANK","36.20","36.20","35.20","35.95","35.60","-0.35","-0.97",7086469,"252,136,567.02","45.25","23.10","21.66","-8.87"
"ASIANPAINT","3,030.35","3,033.00","2,984.00","3,028.65","2,999.05","-29.60","-0.98",996594,"2,991,874,847.40","3,179.50","1,697.50","70.33","0.82"
"VGUARD","252.00","252.50","246.25","251.70","247.90","-2.60","-1.04",661263,"164,198,215.53","285.00","159.35","51.49","-6.95"
"MARICO","537.85","538.70","528.30","535.20","529.55","-5.65","-1.06",1308260,"696,229,806.80","549.60","333.00","52.72","4.60"
"PIIND","3,004.00","3,017.60","2,893.35","3,001.85","2,970.00","-31.85","-1.06",473234,"1,391,894,770.16","3,309.75","1,752.50","69.71","3.53"
"IBULHSGFIN","278.15","282.40","269.40","277.40","274.40","-3.00","-1.08",23067513,"6,360,174,684.36","313.70","127.75","30.66","2.21"
"CUMMINSIND","848.00","848.80","821.60","845.65","836.45","-9.20","-1.09",755307,"630,484,965.18","934.25","389.00","114.58","-1.43"
"CUB","151.60","152.75","148.50","151.60","149.85","-1.75","-1.15",1281275,"192,575,632.50","200.00","115.60","23.65","-12.95"
"MUTHOOTFIN","1,560.00","1,562.40","1,537.50","1,560.45","1,542.00","-18.45","-1.18",640287,"991,983,843.36","1,616.05","1,000.00","14.51","5.08"
"HDFCAMC","2,887.00","2,887.00","2,815.00","2,864.25","2,830.00","-34.25","-1.20",212639,"602,761,394.13","3,358.90","2,070.05","18.48","-4.05"
"SBIN","430.00","430.50","421.05","429.95","424.80","-5.15","-1.20",17636515,"7,494,989,779.55","441.95","175.50","129.74","0.27"
"HINDPETRO","271.35","271.35","261.25","269.20","265.90","-3.30","-1.23",3971406,"1,053,653,725.86","312.00","162.90","16.13","-9.66"
"HINDZINC","320.00","323.85","313.70","320.45","316.50","-3.95","-1.23",902734,"286,816,646.48","362.10","197.30","54.96","-5.63"
"NESTLEIND","18,334.00","18,334.00","17,901.00","18,226.10","18,000.00","-226.10","-1.24",87637,"1,584,011,607.53","18,844.00","15,100.00","5.05","4.11"
"MCDOWELL-N","647.90","648.00","629.10","644.50","636.45","-8.05","-1.25",1844171,"1,173,630,424.40","690.00","494.00","9.09","-2.97"
"INDIAMART","7,215.00","7,215.00","7,008.50","7,179.95","7,090.00","-89.95","-1.25",124888,"883,108,025.60","9,950.00","2,341.00","193.98","2.52"
"AXISBANK","734.80","734.80","712.10","731.70","722.50","-9.20","-1.26",11102486,"8,000,562,436.46","799.00","400.15","69.55","-3.89"
"GSPL","342.00","342.95","330.25","340.15","335.70","-4.45","-1.31",357615,"120,026,322.45","353.20","177.40","64.17","2.29"
"SHREECEM","27,990.00","27,996.90","27,162.80","27,865.15","27,499.00","-366.15","-1.31",23638,"650,219,448.44","32,048.00","18,183.55","31.98","-3.01"
"MARUTI","7,280.00","7,312.00","7,063.00","7,240.25","7,145.00","-95.25","-1.32",739427,"5,320,236,419.16","8,329.00","5,928.05","19.81","-5.34"
"BANKINDIA","71.35","71.40","69.35","70.85","69.90","-0.95","-1.34",1878525,"131,703,387.75","101.40","38.20","54.36","-8.76"
"COROMANDEL","891.65","893.80","855.55","887.10","875.00","-12.10","-1.36",600291,"522,937,501.74","956.00","682.00","12.14","-4.55"
"HDFCBANK","1,435.05","1,438.70","1,404.00","1,439.75","1,419.50","-20.25","-1.41",10335171,"14,640,803,238.60","1,641.00","993.00","33.37","-4.97"
"WHIRLPOOL","2,200.00","2,209.90","2,156.50","2,204.95","2,173.00","-31.95","-1.45",47721,"103,733,046.54","2,787.00","1,980.10","0.54","-0.16"
"MGL","1,140.00","1,140.50","1,108.35","1,136.50","1,119.80","-16.70","-1.47",371128,"415,882,325.52","1,284.40","779.65","13.43","0.87"
"INDHOTEL","148.40","148.75","143.20","148.40","146.10","-2.30","-1.55",2407657,"350,506,706.06","157.30","76.10","89.29","0.64"
"RBLBANK","196.20","196.80","191.00","196.15","192.90","-3.25","-1.66",7831130,"1,513,600,806.40","274.30","156.10","9.70","-7.59"
"DLF","338.65","339.50","326.40","337.00","331.40","-5.60","-1.66",12956787,"4,301,264,580.39","344.55","134.50","147.43","14.66"
"FORTIS","257.30","259.80","245.10","254.95","250.50","-4.45","-1.75",5167497,"1,302,364,268.91","259.80","123.20","88.09","5.79"
"POWERGRID","232.00","232.40","227.40","231.85","227.70","-4.15","-1.79",7778302,"1,782,864,601.42","251.50","154.60","28.16","0.43"
"PAGEIND","32,769.80","33,288.80","31,511.00","32,495.40","31,900.00","-595.40","-1.83",31524,"1,009,216,586.52","33,989.00","17,685.00","69.34","10.32"
"APLLTD","807.95","819.00","792.00","807.95","793.05","-14.90","-1.84",1711901,"1,367,278,209.69","1,145.00","792.00","-16.21","-17.66"
"PNB","39.20","39.30","38.10","39.15","38.40","-0.75","-1.92",57230970,"2,205,109,274.10","46.35","26.30","21.21","-7.45"
"TATACONSUM","768.95","770.00","739.20","769.75","755.00","-14.75","-1.92",3112462,"2,340,727,047.10","788.15","404.30","88.46","1.60"
"RAMCOCEM","1,060.90","1,060.90","1,018.05","1,060.35","1,040.00","-20.35","-1.92",1113251,"1,153,639,746.28","1,132.70","664.05","54.40","2.18"
"NTPC","119.55","119.55","115.80","118.85","116.55","-2.30","-1.94",11010096,"1,287,630,727.20","122.00","78.10","35.60","2.41"
"L&TFH","88.30","88.40","85.85","88.10","86.35","-1.75","-1.99",8682469,"752,596,412.92","113.40","51.96","48.94","-7.60"
"AUBANK","1,195.00","1,195.00","1,133.05","1,194.85","1,171.00","-23.85","-2.00",1087344,"1,264,135,260.96","1,354.40","616.70","54.37","15.38"
"AARTIIND","891.00","897.20","867.80","898.25","879.50","-18.75","-2.09",669683,"590,205,021.56","931.83","470.00","-5.93","4.56"
"CIPLA","921.60","921.60","886.65","913.10","894.00","-19.10","-2.09",5094903,"4,566,153,966.66","997.00","644.25","39.85","-4.60"
"M&M","750.70","750.70","724.65","745.55","729.95","-15.60","-2.09",4016758,"2,936,611,606.22","952.05","567.50","25.43","-6.13"
"LAURUSLABS","635.00","644.95","615.25","632.05","618.70","-13.35","-2.11",2737257,"1,718,778,415.44","1,550.00","252.00","-12.75","-2.87"
